customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6337-ITYU,Female,1,Yes,Yes,22,No,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),38.24,7610.35,No
0331-IIWH,Female,1,No,No,34,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),114.08,5771.05,Yes
9251-PAVI,Male,0,No,No,41,No,No phone service,No,No internet service,No,No internet service,Yes,No,Yes,One year,No,Electronic check,95.2,5664.37,Yes
8704-LGLP,Male,0,No,No,6,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,24.85,6522.04,No
6344-NBFS,Male,1,No,No,49,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),88.8,7375.98,Yes
2567-BGDJ,Male,1,No,Yes,3,No,No phone service,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.3,3401.03,Yes
0084-YDEI,Male,1,Yes,No,66,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.58,2890.85,No
0913-MMEG,Female,1,Yes,Yes,0,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.49,3193.89,Yes
8348-GQCW,Male,0,No,Yes,44,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),37.51,3240.1,Yes
5516-PUVV,Male,0,No,No,32,No,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,117.71,96.13,No
9593-MKWY,Male,1,No,No,5,No,No phone service,No,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,56.22,385.18,No
6717-NOQI,Female,0,No,Yes,51,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,61.22,4614.52,Yes
2147-PDBZ,Male,0,No,No,58,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,85.84,7520.43,Yes
6618-ZHVO,Male,0,No,No,29,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),42.46,1920.45,Yes
0770-IQWU,Female,1,Yes,Yes,62,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,44.11,731.2,No
8623-BCYF,Male,1,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),109.05,8047.87,No
6249-JUQL,Male,0,No,No,12,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,110.01,6731.52,Yes
6816-IWAU,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.93,735.69,Yes
7048-UYYT,Male,1,No,Yes,37,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,36.32,602.16,No
4190-DDGQ,Male,0,Yes,Yes,68,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,107.65,120.07,Yes
8265-HGVA,Female,0,No,No,45,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),99.14,419.79,Yes
0361-WAXK,Male,1,No,No,59,No,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.82,5190.42,No
7191-BEZG,Female,1,No,Yes,63,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),23.78,566.0,Yes
5580-PARE,Female,1,Yes,No,25,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,62.0,6142.95,No
7119-EWGP,Female,0,Yes,Yes,25,Yes,No phone service,No,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),82.11,4313.44,Yes
2722-HGCH,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),20.97,8678.76,Yes
3169-CMWW,Female,0,No,Yes,58,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),49.59,1285.32,No
0215-KWCN,Male,1,Yes,No,3,No,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,88.47,4658.0,No
6200-YCGZ,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.42,4427.45,Yes
7757-EVHF,Male,1,Yes,No,4,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,76.41,7142.53,No
5965-LCEY,Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),68.95,841.09,Yes
5335-ESCV,Female,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,110.71,5381.32,No
8439-KIQI,Male,0,Yes,No,70,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),107.09,1379.54,No
7294-BEWP,Male,0,No,Yes,16,No,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,78.67,5497.84,No
6924-KEKN,Female,1,Yes,Yes,70,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,20.48,202.68,Yes
4361-AFKL,Female,0,No,Yes,54,No,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,81.97,358.73,Yes
5766-SLLU,Female,0,No,Yes,7,No,Yes,DSL,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,45.16,5008.15,No
3020-LNYJ,Female,0,No,Yes,37,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,91.68,5904.8,Yes
9162-QPIA,Female,1,Yes,Yes,15,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),25.21,4531.74,No
3281-HRXC,Female,1,Yes,No,69,No,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.73,6177.18,Yes
4357-ABRM,Male,1,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),43.1,228.37,Yes
7168-KURH,Male,1,Yes,Yes,72,No,No phone service,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,42.4,8184.23,Yes
4431-IVYG,Female,0,Yes,No,51,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,No,Mailed check,31.46,1285.34,Yes
5989-YZDR,Female,0,Yes,Yes,54,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),69.2,7536.06,No
4483-RMZK,Male,1,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,69.73,2649.66,No
5806-WENY,Male,0,No,Yes,11,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),118.2,6338.07,No
3705-FZTS,Male,1,No,Yes,33,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,93.33,790.7,Yes
9977-BDEN,Female,1,No,No,66,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,22.5,6086.44,No
4517-NVHP,Female,1,No,No,6,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),61.56,3071.38,Yes
5223-MVRJ,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),52.7,1872.12,No
9629-OMRW,Female,0,No,Yes,13,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),77.45,4123.3,No
2210-VLHZ,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,83.95,392.67,No
8161-TQPL,Female,1,Yes,No,23,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.39,5519.77,No
0985-WAEF,Female,1,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,59.98,1195.36,No
8278-CFKZ,Female,1,Yes,Yes,36,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),114.24,1338.09,Yes
1100-WQGW,Male,1,No,No,1,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,70.93,3349.17,No
9135-BRYF,Female,1,No,Yes,56,No,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,102.47,6972.15,No
5067-QAUY,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,97.28,2440.29,Yes
2797-ZVFP,Male,0,No,No,7,No,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),24.89,7923.5,Yes
0515-CJAJ,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.28,1205.8,No
1486-HLMN,Male,0,No,No,10,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,86.35,7846.68,No
2695-OBIO,Female,1,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,68.67,7279.33,Yes
0048-JWFG,Male,0,No,No,41,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.33,1143.54,Yes
9866-MSNN,Male,0,Yes,Yes,10,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),20.34,2834.17,Yes
8424-UIOC,Female,1,No,No,60,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.75,8504.62,No
6729-IIUF,Female,0,No,No,31,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.62,3896.93,Yes
5984-TFNF,Female,1,Yes,Yes,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,54.7,8636.5,No
3288-DQWT,Male,0,No,Yes,30,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,52.74,2713.57,Yes
3747-CEZK,Male,1,No,No,45,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),99.35,6051.56,Yes
2227-HUJZ,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),114.63,7586.43,Yes
9573-BLMK,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),80.5,7208.76,Yes
8493-WFGM,Female,1,Yes,No,37,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),34.57,1088.4,Yes
5164-AFHF,Male,1,Yes,No,56,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),32.84,7759.65,No
5766-BNRL,Male,1,No,Yes,11,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),65.63,2725.52,No
0846-QRCP,Female,0,No,No,64,No,No phone service,No,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,28.23,2857.68,Yes
5316-JWSM,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.94,3402.31,No
0781-PJJY,Male,0,No,Yes,60,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,109.83,3489.1,No
8520-CJIU,Female,1,Yes,Yes,19,No,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.57,5234.67,Yes
4027-RCLL,Female,0,No,No,28,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),35.33,4374.91,No
4724-LKOW,Female,0,No,Yes,69,No,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,66.38,1175.32,Yes
2361-VLVL,Female,1,Yes,Yes,31,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,43.58,5049.45,Yes
7116-UKQL,Female,0,No,No,49,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),80.94,3212.79,No
4998-STQN,Female,1,No,Yes,16,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.31,7258.05,Yes
1437-JMRY,Male,0,No,Yes,7,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.81,5532.19,Yes
6096-TGON,Male,0,No,No,0,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),70.66,1374.88,No
2997-XPRP,Female,1,No,Yes,40,Yes,Yes,No,Yes,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),33.41,7106.98,Yes
3401-VMJW,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),95.5,7371.73,Yes
7765-ZNPK,Male,1,No,Yes,66,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,37.08,8160.31,No
5119-FVOC,Male,0,No,No,53,No,No,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),54.88,5409.0,Yes
5944-RVAQ,Male,0,Yes,Yes,49,No,No phone service,No,No,Yes,No internet service,No,No,Yes,One year,No,Mailed check,89.45,6716.41,No
0730-YXZP,Female,0,Yes,Yes,49,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,No,Electronic check,67.12,6983.29,No
8008-LCIT,Male,0,Yes,Yes,57,No,No phone service,DSL,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Mailed check,112.23,6450.66,No
9558-FPRK,Female,0,No,No,50,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,114.62,6591.41,Yes
1432-UXOS,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,No,Credit card (automatic),85.34,5962.87,Yes
9049-GSER,Male,0,No,No,50,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,61.96,2969.86,No
6567-BWFF,Male,0,No,Yes,21,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),67.64,460.5,Yes
6283-LWIV,Male,0,No,Yes,41,No,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),37.07,8454.5,Yes
6276-MHVI,Female,1,No,No,14,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),96.81,4510.81,No
0056-AJRW,Female,0,No,No,31,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,46.44,3214.86,No
4487-FPEM,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,100.94,2874.68,Yes
8728-MJXD,Male,1,Yes,Yes,42,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.57,2009.18,Yes
0719-IKEB,Male,1,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,34.57,7637.61,No
0643-PGPJ,Female,0,Yes,No,52,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),27.24,4975.19,Yes
6840-IBGD,Male,1,Yes,Yes,60,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),19.03,4002.31,Yes
1277-OJQV,Female,1,Yes,Yes,0,No,No,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.08,1106.87,No
3962-KRRA,Male,1,Yes,Yes,53,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,52.73,57.16,No
6526-OQIC,Female,1,No,Yes,70,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,74.09,1633.86,Yes
3943-MPTI,Female,0,No,Yes,14,No,No,No,Yes,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),73.78,2892.01,Yes
8350-JLIU,Male,0,No,No,21,Yes,No,No,No internet service,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),116.69,7045.31,Yes
0350-OJFQ,Female,1,No,No,42,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Two year,No,Electronic check,66.97,2747.21,No
9189-RRZK,Male,0,Yes,No,53,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.29,6769.15,No
1537-TBCR,Male,1,No,No,50,No,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.91,2333.01,Yes
5988-DGAL,Female,1,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65.09,361.45,No
3444-UMJZ,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,66.99,3978.2,No
0623-CPAV,Male,1,No,No,7,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),78.01,2151.61,Yes
4168-RDOG,Female,1,No,Yes,51,No,No,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),76.58,6572.44,No
5970-XGZR,Male,0,No,Yes,23,No,No phone service,No,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,42.5,2342.89,No
3911-PQQL,Male,1,No,No,50,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),75.93,3766.77,Yes
0151-BHAR,Male,0,Yes,Yes,50,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.87,431.77,No
3705-LXOY,Female,0,No,Yes,47,No,No,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),118.31,674.04,No
3500-EGOC,Male,0,No,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Two year,No,Mailed check,111.42,3987.1,No
2184-WBWN,Female,0,Yes,No,44,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.2,1237.45,No
2265-TPYW,Female,1,No,Yes,52,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,82.85,7081.12,No
0857-FSGE,Male,0,No,No,56,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),105.46,6689.88,Yes
7063-ETPW,Male,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),38.42,5741.26,No
8719-ZTLA,Male,1,No,Yes,33,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,24.69,721.92,No
4874-HBCQ,Female,0,Yes,Yes,9,No,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,82.43,1326.01,No
8460-EYUG,Female,1,Yes,Yes,57,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,30.07,5039.9,No
